customer_id,gender,age_years,children_count,family_size,family_status,education_level,housing_type,owns_car,owns_property,monthly_income,income_type,employment_years,occupation,organization_type,contract_type,current_credit_amount,current_loan_annuity,goods_price,bureau_account_count,active_credit_count,closed_credit_count,bureau_credit_amount,bureau_debt_amount,bureau_credit_limit,bureau_overdue_amount,bureau_overdue_days,bureau_overdue_account_count,credit_prolongation_count,total_installments,total_amount_due,total_amount_paid,total_late_payments,total_on_time_payments,average_payment_delay,total_payment_delay_days,payment_difference,on_time_payment_ratio,payment_coverage_ratio,previous_application_count,previous_approved_count,previous_refused_count,previous_credit_amount,previous_avg_credit,previous_avg_annuity,previous_avg_down_payment,avg_credit_card_balance,max_credit_card_balance,avg_credit_limit,total_card_drawings,total_card_payments,avg_minimum_payment,avg_credit_utilisation,max_card_dpd,max_card_dpd_default,pos_account_records,avg_pos_installments,avg_future_installments,pos_dpd_count,max_pos_dpd,max_pos_dpd_default,current_dti,bureau_dti,previous_approval_ratio,bureau_overdue_ratio,city_tier,occupation_band,indian_household_size,synthetic_spending_ratio,food_expense,rent_expense,education_expense,healthcare_expense,transport_expense,utility_expense,discretionary_expense,synthetic_total_expense,synthetic_total_emi,available_surplus,monthly_savings,savings_rate,savings_balance,fd_amount,rd_contribution,upi_spending,upi_transaction_count,digital_payment_ratio,sip_contribution,mutual_fund_balance,ppf_contribution,nps_contribution,health_insurance,life_insurance,insurance_premium,insurance_payment_consistency,cash_flow_mean,cash_flow_std,cash_flow_min,cash_flow_negative_months
300896,M,45.90006844626968,1,3.0,Married,Higher education,House / apartment,Y,Y,315000.0,Commercial associate,12.046543463381246,Managers,Other,Cash loans,1255680.0,45234.0,1125000.0,16.0,6.0,10.0,2469723.345,1307169.0,0.0,0.0,0.0,0.0,0.0,49.0,417168.36,408071.385,1.0,48.0,19.0,19.0,-9096.975,0.979591836734694,0.9781935164018672,20.0,5.0,8.0,8173660.5,4217262.75,213776.685,21465.0,,,,,,,,,,53.0,392.3333333333333,190.33333333333331,1.0,11.0,0.0,0.1436,4.149742857142857,0.25,0.0,Tier_1,Other,3,0.8177842636962411,153252.48,13708.27,11623.99,12173.41,39272.52,27571.36,11278.62,268880.65,45234.0,885.35,246.12,0.0008,3305.91,0.0,0.0,188268.19,536,0.7002,0.0,0.0,34.12,15.1,0,1,464.33,0.75,6239.67,43522.82,-69663.54,5
267964,F,41.385352498288846,0,2.0,Married,Secondary / secondary special,House / apartment,N,Y,135000.0,Working,6.76249144421629,Sales staff,Business Entity Type 3,Cash loans,629320.5,30406.5,508500.0,2.0,2.0,0.0,460597.5,122935.5,270000.0,0.0,0.0,0.0,0.0,37.0,514362.105,514362.105,0.0,37.0,0.0,0.0,0.0,1.0,1.0,4.0,4.0,0.0,570253.5,570253.5,44775.945,13896.0,,,,,,,,,,40.0,495.0,310.6666666666667,0.0,0.0,0.0,0.2252333333333333,0.9106333333333332,1.0,0.0,Tier_3,Salaried,2,0.5110772467071414,47604.58,1263.41,0.0,4860.78,7037.97,4694.1,17574.96,83035.8,30406.5,21557.7,12091.64,0.0896,75854.35,0.0,0.0,23370.76,40,0.2815,1503.4,28502.9,0.0,814.45,0,0,0.0,0.0,20627.94,10431.9,-8207.07,1
422949,F,42.8227241615332,1,3.0,Married,Secondary / secondary special,House / apartment,N,N,135000.0,Working,19.50718685831622,Laborers,Business Entity Type 2,Cash loans,900000.0,26316.0,900000.0,14.0,6.0,8.0,886045.5449999999,372406.5,90000.0,0.0,0.0,0.0,0.0,15.0,74382.88500000001,74382.88500000001,0.0,15.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,56043.0,56043.0,9347.175,4500.0,,,,,,,,,,17.0,124.5,61.5,0.0,0.0,0.0,0.1949333333333333,2.758566666666667,1.0,0.0,Tier_2,Salaried,3,0.6370453225336519,44666.52,6791.6,5689.96,8836.51,13629.49,6387.04,18106.64,104107.76,26316.0,4576.24,2447.8,0.0181,32223.0,3658.37,0.0,43421.79,214,0.4171,0.0,0.0,379.49,175.22,1,0,273.56,0.8333,3259.71,9296.48,-12429.83,4
272252,F,25.01300479123888,0,2.0,Civil marriage,Secondary / secondary special,House / apartment,Y,N,202500.0,Commercial associate,6.357289527720739,Sales staff,Self-employed,Cash loans,808650.0,21460.5,675000.0,3.0,1.0,2.0,710393.8049999999,405702.0,0.0,0.0,0.0,0.0,0.0,45.0,1970418.015,2548955.745,4.0,41.0,14.0,14.0,578537.73,0.9111111111111112,1.293611673054055,12.0,5.0,3.0,3553128.0,3129664.5,158548.92,9000.0,0.0,0.0,202500.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,466.5,280.1666666666667,0.0,0.0,0.0,0.1059777777777777,2.0034666666666667,0.4166666666666667,0.0,Tier_2,Other,2,0.7224078741779135,85726.1,7251.86,0.0,12445.33,16225.58,8937.27,10043.15,140629.29,21460.5,40410.21,22341.43,0.1103,644205.33,0.0,0.0,74042.02,91,0.5265,0.0,0.0,1661.23,0.0,1,0,424.92,0.9167,48799.48,19182.63,13656.08,0
293965,F,33.39630390143737,1,3.0,Civil marriage,Secondary / secondary special,House / apartment,N,Y,180000.0,Working,7.093771389459275,,Kindergarten,Cash loans,336370.5,33399.0,319500.0,7.0,3.0,4.0,2094192.0,1216512.0,0.0,0.0,0.0,0.0,0.0,32.0,224267.265,249229.935,0.0,32.0,0.0,0.0,24962.67,1.0,1.1113076846056869,4.0,4.0,0.0,192726.0,192726.0,21120.03,4072.5,,,,,,,,,,35.0,316.0,178.5,0.0,0.0,0.0,0.18555,6.7584,1.0,0.0,Tier_2,Salaried,3,0.6739215596056838,64937.42,3860.22,11997.82,6079.87,19580.2,14850.35,10741.44,132047.32,33399.0,14553.68,10646.02,0.0591,371910.78,0.0,1451.67,57973.3,41,0.439,0.0,0.0,0.0,0.0,1,0,405.86,0.8333,8673.54,10089.77,-13108.98,2
441627,F,38.55167693360712,2,4.0,Married,Secondary / secondary special,House / apartment,Y,Y,315000.0,Working,3.863107460643395,Managers,Self-employed,Cash loans,848745.0,43465.5,675000.0,,,,,,,,,,,56.0,2262468.69,2998549.17,7.0,49.0,12.0,14.0,736080.4800000001,0.875,1.3253439410027814,9.0,6.0,2.0,4521231.0,2075940.0,106008.9225,46431.0,0.0,0.0,4290000.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,757.7,550.3333333333334,0.0,0.0,0.0,0.1379857142857143,,0.6666666666666666,,Tier_2,Salaried,4,0.6097587632333603,140787.42,1883.71,13193.47,12543.31,16465.44,7200.65,14848.04,206922.04,43465.5,64612.46,35884.13,0.1139,62323.38,0.0,4733.17,122464.9,212,0.5918,0.0,0.0,0.0,0.0,1,1,788.03,0.75,56182.5,23970.52,21330.13,0
361197,F,26.666666666666668,1,3.0,Married,Secondary / secondary special,With parents,Y,N,180000.0,Commercial associate,,High skill tech staff,Business Entity Type 3,Cash loans,1096020.0,52857.0,900000.0,6.0,1.0,5.0,1981530.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,2537403.93,2537403.93,0.0,38.0,0.0,0.0,0.0,1.0,1.0,5.0,4.0,0.0,1879249.5,1879249.5,93699.675,0.0,425429.415,426196.98,1143000.0,388222.335,409731.66,27507.8925,3.151329,0.0,0.0,22.0,442.0,363.0,0.0,0.0,0.0,0.29365,0.0,0.8,0.0,Tier_3,Other,3,0.5094128203754571,59949.4,4463.83,5783.64,1967.03,12463.04,7067.37,12753.48,104447.79,52857.0,22695.21,11836.79,0.0658,332742.34,0.0,0.0,54342.57,117,0.5203,0.0,0.0,0.0,0.0,1,1,826.55,0.75,22384.09,30156.29,-21145.97,3
356653,M,66.29158110882958,0,2.0,Married,Higher education,House / apartment,Y,Y,67500.0,Pensioner,,,XNA,Cash loans,284400.0,16011.0,225000.0,1.0,0.0,1.0,270000.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,808962.255,808962.255,0.0,29.0,0.0,0.0,0.0,1.0,1.0,4.0,4.0,0.0,745695.0,745695.0,81263.655,25335.0,,,,,,,,,,33.0,299.6666666666667,175.33333333333334,0.0,0.0,0.0,0.2372,0.0,1.0,0.0,Tier_2,Other,2,0.7209755593129267,19919.21,973.27,0.0,12390.95,5684.22,3705.17,3524.51,46197.33,16011.0,5291.67,2457.37,0.0364,30416.51,0.0,0.0,21949.41,48,0.4751,275.7,11315.82,0.0,0.0,0,0,0.0,0.0,5234.04,9983.23,-10589.55,3
455300,F,68.3750855578371,0,2.0,Married,Higher education,House / apartment,N,N,112500.0,Pensioner,,,XNA,Cash loans,257391.0,16771.5,238500.0,,,,,,,,,,,105.0,1785728.97,1452607.65,25.0,80.0,53.41666666666666,83.0,-333121.32,0.7619047619047619,0.8134535948083992,15.0,9.0,0.0,1321150.5,1060895.25,133903.035,0.0,,,,,,,,,,96.0,674.5,346.5,0.0,0.0,0.0,0.14908,,0.6,,Tier_1,Other,2,0.7484279156779888,35448.4,15713.92,0.0,2739.01,17899.97,6768.33,4027.47,82597.1,16771.5,13131.4,7682.44,0.0683,152097.2,23842.39,0.0,45499.65,166,0.5509,1408.53,41755.88,0.0,0.0,0,0,0.0,0.0,9871.36,10646.38,-11775.46,2
275155,M,34.27241615331965,2,4.0,Married,Secondary / secondary special,House / apartment,N,N,135000.0,Working,3.9534565366187535,Security staff,Security,Cash loans,1082214.0,28678.5,945000.0,,,,,,,,,,,12.0,140004.99,140004.99,0.0,12.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,0.0,142276.5,142276.5,26120.97,2484.0,,,,,,,,,,14.0,85.5,54.0,0.0,0.0,0.0,0.2124333333333333,,0.5,,Tier_3,Salaried,5,0.6002888261426579,54854.79,4941.72,4179.69,2159.29,7418.61,7484.89,7170.61,88209.6,28678.5,18111.9,10227.38,0.0758,156942.43,0.0,0.0,42331.62,39,0.4799,0.0,0.0,0.0,550.95,1,0,280.37,0.8333,20053.01,9004.45,6854.98,0
187619,M,33.17453798767967,0,1.0,Single / not married,Secondary / secondary special,House / apartment,Y,N,180000.0,Commercial associate,,Drivers,Industry: type 9,Cash loans,304933.5,24088.5,225000.0,,,,,,,,,,,45.0,188347.23,175900.05,5.0,40.0,62.0,62.0,-12447.18,0.8888888888888888,0.9339136551145456,4.0,2.0,1.0,232470.0,232470.0,19790.775,0.0,371654.5725,395656.425,787500.0,47967.66,59833.215,19960.92,8.2552995,26.0,0.0,14.0,144.0,74.0,0.0,0.0,0.0,0.133825,,0.5,,Tier_2,Other,1,0.6943753428756823,75385.81,11323.97,0.0,11172.46,9734.87,6889.98,12492.78,126999.87,24088.5,28911.63,16440.68,0.0913,390752.64,0.0,0.0,55693.59,288,0.4385,1577.33,87797.89,0.0,0.0,1,1,599.22,0.9167,39078.68,18858.48,-8556.56,1
250446,F,32.03559206023272,0,2.0,Civil marriage,Secondary / secondary special,House / apartment,N,Y,135000.0,Working,3.233401779603012,Sales staff,Business Entity Type 3,Cash loans,135000.0,14175.0,135000.0,4.0,2.0,2.0,4136476.41,3805236.0,0.0,0.0,0.0,0.0,0.0,54.0,915788.52,1252415.97,1.0,53.0,8.0,8.0,336627.45,0.9814814814814816,1.3675820810682362,3.0,3.0,0.0,660883.5,660883.5,39981.69,0.0,1438935.67125,1722626.37,2137500.0,240570.45,237016.89,90812.46375,7.33164905,0.0,0.0,23.0,464.3333333333333,353.8333333333333,0.0,0.0,0.0,0.105,28.18693333333333,1.0,0.0,Tier_3,Salaried,3,0.6458499967283512,53023.12,1031.93,0.0,6519.54,13598.05,9247.54,12279.17,95699.35,14175.0,25125.65,11636.28,0.0862,153500.87,0.0,1247.8,34758.75,192,0.3632,0.0,0.0,1108.09,0.0,0,0,0.0,0.0,28253.86,12224.77,993.77,0
336034,M,50.95961670088981,0,2.0,Married,Higher education,House / apartment,Y,Y,180000.0,State servant,4.785763175906913,,Transport: type 3,Cash loans,481855.5,49504.5,463500.0,5.0,0.0,5.0,357651.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,49801.545,49801.545,0.0,24.0,0.0,0.0,0.0,1.0,1.0,6.0,2.0,4.0,1415245.5,1415245.5,104190.57,4553.55,24399.045,24399.045,1620000.0,22500.0,29769.435,2342.925,0.0677751249999999,0.0,0.0,5.0,20.0,10.0,0.0,0.0,0.0,0.275025,0.0,0.3333333333333333,0.0,Tier_3,Salaried,2,0.5701158289431514,70631.47,942.12,0.0,9772.29,7309.15,7140.98,28658.73,124454.74,49504.5,6040.76,3207.99,0.0178,77399.13,0.0,0.0,31585.21,79,0.2538,376.74,8495.05,0.0,0.0,0,0,0.0,0.0,3221.03,15283.05,-23406.73,6
101324,F,41.492128678986994,4,6.0,Married,Secondary / secondary special,House / apartment,N,Y,121500.0,Working,8.528405201916495,Core staff,Kindergarten,Cash loans,1125000.0,32895.0,1125000.0,2.0,1.0,1.0,359026.695,255405.51,0.0,0.0,0.0,0.0,0.0,46.0,979420.095,835233.6599999999,17.0,29.0,88.5,128.0,-144186.435,0.6304347826086957,0.8527838710517778,10.0,6.0,4.0,941935.5,707917.5,76083.5025,0.0,0.0,0.0,360000.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,358.8333333333333,219.58333333333331,7.0,34.0,14.0,0.2707407407407407,2.102102962962963,0.6,0.0,Tier_2,Salaried,6,0.6855452407336551,49313.16,1452.69,6579.45,8339.29,11075.22,6533.93,14315.93,97609.67,32895.0,0.0,0.0,0.0,0.0,0.0,0.0,41490.25,138,0.4251,0.0,0.0,0.0,0.0,1,0,241.75,0.9167,-8163.9,11485.0,-26869.19,9
265560,F,27.50444900752909,2,3.0,Separated,Secondary / secondary special,House / apartment,N,N,112500.0,Working,,Managers,Industry: type 3,Cash loans,314100.0,16573.5,225000.0,6.0,6.0,0.0,982380.33,0.0,0.0,0.0,0.0,0.0,0.0,19.0,322028.235,228525.165,8.0,11.0,54.0,66.0,-93503.07,0.5789473684210527,0.709643255349954,1.0,1.0,0.0,189472.5,189472.5,18774.585,0.0,,,,,,,,,,13.0,144.0,69.0,1.0,19.0,19.0,0.14732,0.0,1.0,0.0,Tier_2,Salaried,4,0.5339979620889393,32098.15,5746.46,4860.88,5778.73,4955.67,6634.89,5712.27,65787.05,16573.5,30139.45,19410.56,0.1725,601008.28,0.0,0.0,29532.8,33,0.4489,0.0,0.0,1398.59,1400.89,1,1,153.86,1.0,27465.21,4787.08,17645.09,0
187230,F,27.71526351813826,2,4.0,Married,Secondary / secondary special,House / apartment,Y,Y,112500.0,State servant,6.893908281998631,Core staff,Kindergarten,Revolving loans,270000.0,13500.0,270000.0,6.0,1.0,5.0,165046.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7210.62,7210.62,0.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,35721.0,35721.0,3605.31,7983.0,,,,,,,,,,2.0,24.0,23.0,0.0,0.0,0.0,0.12,0.0,1.0,0.0,Tier_3,Salaried,5,0.68804875492278,51359.1,1154.95,8261.93,5742.65,7021.91,3864.95,10029.09,87434.58,13500.0,11565.42,5704.71,0.0507,228855.98,0.0,0.0,33261.92,79,0.3804,777.03,18373.05,623.33,0.0,0,1,195.61,0.9167,15459.49,8577.7,-60.32,1
188034,F,34.652977412731005,1,3.0,Married,Higher education,With parents,Y,N,202500.0,Commercial associate,,Managers,Business Entity Type 3,Cash loans,1600330.5,55755.0,1381500.0,,,,,,,,,,,6.0,65913.75,65913.75,0.0,6.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,53428.5,53428.5,10985.985,0.0,,,,,,,,,,7.0,36.0,18.0,0.0,0.0,0.0,0.2753333333333333,,1.0,,Tier_1,Other,3,0.6039433082529158,61455.32,13227.56,12052.84,12428.8,16679.72,6454.27,9968.66,132267.17,55755.0,14477.83,8901.69,0.044,205365.39,0.0,0.0,67730.23,99,0.5121,0.0,0.0,0.0,0.0,0,0,0.0,0.0,9368.16,21532.23,-18130.55,6
317262,F,32.54757015742642,0,1.0,Single / not married,Secondary / secondary special,House / apartment,N,N,135000.0,Commercial associate,,Core staff,Restaurant,Revolving loans,247500.0,12375.0,247500.0,6.0,1.0,5.0,254884.5,37996.38,0.0,0.0,0.0,0.0,0.0,16.0,75602.25,75602.25,0.0,16.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,117409.5,117409.5,5317.47,0.0,,,,,,,,,,18.0,300.0,197.5,0.0,0.0,0.0,0.0916666666666666,0.2814546666666666,1.0,0.0,Tier_2,Other,1,0.6192737700604951,40251.22,11092.1,0.0,9014.41,9014.59,6359.58,9247.69,84979.59,12375.0,37645.41,27113.63,0.2008,574424.4,0.0,0.0,31916.31,108,0.3756,2564.06,120816.36,0.0,0.0,1,0,146.09,1.0,33814.32,16229.21,2078.58,0
215235,F,27.342915811088297,1,3.0,Married,Higher education,House / apartment,N,Y,76500.0,Working,6.940451745379876,Managers,Self-employed,Cash loans,143910.0,17208.0,135000.0,2.0,0.0,2.0,224779.5,0.0,0.0,0.0,0.0,0.0,0.0,29.0,419857.02,388474.605,7.0,22.0,17.0,17.0,-31382.415,0.7586206896551724,0.9252545187883248,9.0,4.0,1.0,526239.0,448677.0,56742.12,0.0,,,,,,,,,,30.0,245.83333333333331,131.66666666666666,0.0,0.0,0.0,0.2249411764705882,0.0,0.4444444444444444,0.0,Tier_3,Salaried,2,0.6349834284484029,35837.14,451.83,4758.73,3888.94,2093.03,1546.55,3621.88,52198.1,17208.0,7093.9,2826.83,0.037,17455.54,0.0,0.0,24840.61,34,0.4759,0.0,0.0,355.84,0.0,0,0,0.0,0.0,6039.29,4942.89,-3072.88,1
340993,M,31.11567419575633,0,1.0,Single / not married,Secondary / secondary special,With parents,Y,N,112500.0,Commercial associate,5.760438056125941,Sales staff,Self-employed,Cash loans,797557.5,42493.5,688500.0,,,,,,,,,,,75.0,1551044.79,1506635.775,3.0,72.0,7.0,7.0,-44409.01499999999,0.96,0.9713683219941056,8.0,7.0,1.0,1146762.0,909031.5,108717.1425,31500.0,,,,,,,,,,79.0,654.6666666666666,319.0833333333333,3.0,6.0,6.0,0.37772,,0.875,,Tier_1,Other,1,0.7375102239851201,43186.37,12953.08,0.0,5159.89,8779.55,6676.14,1562.39,78317.42,42493.5,0.0,0.0,0.0,0.0,0.0,0.0,40080.86,40,0.5118,0.0,0.0,0.0,0.0,0,0,0.0,0.0,-7425.1,12567.48,-26531.98,9
202637,M,63.38672142368241,0,2.0,Married,Secondary / secondary special,House / apartment,Y,Y,270000.0,Pensioner,,,XNA,Cash loans,1552221.0,48870.0,1417500.0,3.0,2.0,1.0,700411.5,120357.0,0.0,0.0,0.0,0.0,0.0,160.0,2457422.505,2253714.48,21.0,139.0,105.16666666666669,133.0,-203708.025,0.86875,0.9171050055147112,5.0,5.0,0.0,794596.5,794596.5,57531.645,10246.5,5166344.467928572,6028149.195,6300000.0,726682.5,1285650.0,297809.65607142856,28.701913710714287,10.0,10.0,51.0,719.0,375.8333333333333,0.0,0.0,0.0,0.181,0.4457666666666666,1.0,0.0,Tier_2,Other,2,0.7135667950589638,125147.89,4839.14,0.0,7887.53,21694.44,10571.89,10466.59,180607.48,48870.0,40522.52,29122.52,0.1079,330792.05,85389.41,0.0,38798.15,71,0.2148,0.0,0.0,0.0,0.0,1,0,257.45,1.0,30765.96,38814.21,-43476.9,3
174647,M,37.08966461327858,0,2.0,Married,Secondary / secondary special,House / apartment,Y,Y,360000.0,Commercial associate,10.99794661190965,Secretaries,Industry: type 9,Cash loans,508495.5,21541.5,454500.0,,,,,,,,,,,118.0,1213077.69,1199241.765,1.0,117.0,4.0,4.0,-13835.925,0.9915254237288136,0.9885943619983646,4.0,4.0,0.0,528853.5,528853.5,52933.86,0.0,270516.62625000003,454417.56,5377500.0,620698.5,673335.0,41804.127,1.492324575,1.0,1.0,20.0,180.0,118.5,0.0,0.0,0.0,0.0598375,,1.0,,Tier_2,Other,2,0.7902113122708516,156805.7,4823.17,0.0,25200.09,34387.63,26683.15,24388.26,272288.0,21541.5,66170.5,21465.84,0.0596,605518.24,78965.46,3108.85,134596.9,238,0.4943,0.0,0.0,0.0,0.0,0,0,0.0,0.0,59070.21,38252.85,-4677.57,1
431489,F,36.90075290896646,3,5.0,Civil marriage,Secondary / secondary special,House / apartment,N,N,135000.0,Working,17.724845995893222,,Business Entity Type 3,Revolving loans,247500.0,12375.0,247500.0,7.0,2.0,5.0,1195875.0,588546.0,0.0,0.0,0.0,0.0,0.0,103.0,1773240.75,1586941.965,13.0,90.0,31.0,47.0,-186298.78500000003,0.8737864077669902,0.8949388090703421,7.0,7.0,0.0,1048833.0,1048833.0,79582.365,31323.6,,,,,,,,,,98.0,1242.1666666666667,775.6666666666666,0.0,0.0,0.0,0.0916666666666666,4.3596,1.0,0.0,Tier_3,Salaried,4,0.6087036464842194,44761.58,6254.2,9510.0,8374.15,6017.38,7257.69,21546.97,103721.97,12375.0,18903.03,7379.31,0.0547,305410.12,59620.96,769.84,46145.21,89,0.4449,0.0,0.0,0.0,699.59,1,1,490.56,0.9167,20985.43,11646.44,1696.92,0
429156,F,64.95003422313484,1,3.0,Married,Secondary / secondary special,House / apartment,N,Y,292500.0,Pensioner,,,XNA,Cash loans,481855.5,50620.5,463500.0,5.0,1.0,4.0,587936.385,0.0,0.0,0.0,0.0,0.0,0.0,41.0,452671.29,398330.775,5.0,36.0,21.0,21.0,-54340.515,0.8780487804878049,0.8799559057522734,7.0,6.0,0.0,838539.0,767326.5,62330.8725,48177.0,,,,,,,,,,41.0,338.1666666666667,169.5,1.0,1.0,1.0,0.1730615384615384,0.0,0.8571428571428571,0.0,Tier_3,Other,3,0.4776577009703755,87680.44,2425.72,8901.28,10625.39,15809.02,14273.03,36852.21,176567.09,50620.5,65312.41,29478.24,0.1008,1176580.25,0.0,0.0,79275.36,99,0.449,4287.35,153680.76,0.0,3227.08,1,0,372.08,1.0,48931.79,25266.31,-5259.18,1
216870,M,29.218343600273784,0,2.0,Civil marriage,Secondary / secondary special,House / apartment,N,Y,225000.0,Commercial associate,2.9869952087611225,Laborers,Business Entity Type 2,Cash loans,835380.0,40320.0,675000.0,4.0,2.0,2.0,356213.61000000004,168534.405,0.0,0.0,0.0,0.0,0.0,41.0,659491.335,659491.335,0.0,41.0,0.0,0.0,0.0,1.0,1.0,5.0,3.0,0.0,216301.5,193801.5,24142.275,24300.0,1222303.7475,1271871.09,1912500.0,601167.96,366382.98,64294.2,5.506292791666667,0.0,0.0,19.0,152.0,82.0,0.0,0.0,0.0,0.1792,0.7490418,0.6,0.0,Tier_1,Other,2,0.7706093517879486,102157.26,3423.74,0.0,12817.53,33761.42,8515.47,13893.16,174568.58,40320.0,10111.42,4054.47,0.018,175490.63,47176.69,0.0,83714.73,193,0.4796,0.0,0.0,0.0,0.0,0,0,0.0,0.0,19068.28,29257.75,-52881.29,2
313570,M,45.14989733059548,1,3.0,Married,Secondary / secondary special,House / apartment,N,Y,225000.0,Working,3.5208761122518824,Laborers,Business Entity Type 3,Cash loans,276277.5,20785.5,238500.0,5.0,4.0,1.0,2396236.5,1681510.5,0.0,0.0,0.0,0.0,0.0,34.0,380582.865,354593.745,4.0,30.0,69.0,69.0,-25989.12,0.8823529411764706,0.9317123223611236,4.0,4.0,0.0,331501.5,331501.5,36288.990000000005,5845.5,,,,,,,,,,34.0,262.0,153.5,1.0,21.0,0.0,0.09238,7.47338,1.0,0.0,Tier_1,Salaried,4,0.7387723541267052,94115.61,3594.5,31451.99,9765.94,15278.27,12017.46,12161.4,178385.17,20785.5,25829.33,13719.2,0.061,407363.96,0.0,0.0,60871.28,69,0.3412,0.0,0.0,0.0,1077.03,0,0,0.0,0.0,21777.32,11412.84,6590.83,0
442106,F,34.945927446954144,1,3.0,Married,Secondary / secondary special,House / apartment,N,Y,144000.0,Working,11.143052703627651,Medicine staff,Medicine,Cash loans,1011402.0,35964.0,724500.0,4.0,3.0,1.0,657000.0,635392.845,619.155,0.0,0.0,0.0,0.0,9.0,56318.895,56318.895,0.0,9.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,121108.5,121108.5,6257.655,0.0,,,,,,,,,,9.0,216.0,180.0,0.0,0.0,0.0,0.24975,4.4124503125,1.0,0.0,Tier_2,Salaried,3,0.7119335040902997,61238.85,3566.39,8203.46,10741.58,9888.37,8879.78,12356.37,114874.8,35964.0,0.0,0.0,0.0,0.0,0.0,0.0,54993.16,95,0.4787,0.0,0.0,0.0,0.0,0,0,0.0,0.0,-3039.53,11366.51,-17792.97,6
311839,F,43.65229295003422,0,2.0,Married,Secondary / secondary special,House / apartment,N,Y,315000.0,Commercial associate,19.066392881587955,Core staff,Medicine,Cash loans,1682446.5,76027.5,1570500.0,2.0,0.0,2.0,873000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2413571428571428,0.0,,0.0,Tier_2,Other,3,0.668786364726655,144212.84,3356.84,0.0,10705.31,25264.0,11394.81,25745.43,220679.23,76027.5,18293.27,9214.91,0.0293,370710.24,0.0,0.0,59726.48,198,0.2706,0.0,0.0,0.0,0.0,0,0,0.0,0.0,26271.35,39981.13,-49775.48,3
396098,F,26.51882272416153,0,2.0,Married,Secondary / secondary special,House / apartment,Y,Y,202500.0,Commercial associate,,HR staff,Cleaning,Cash loans,1595970.0,65133.0,1426500.0,5.0,3.0,2.0,1856105.055,1449454.5,0.0,0.0,0.0,0.0,0.0,15.0,176943.15,253443.15,0.0,15.0,0.0,0.0,76500.0,1.0,1.4323422522996794,3.0,3.0,0.0,309780.0,309780.0,27104.04,0.0,0.0,0.0,45000.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,144.0,85.5,0.0,0.0,0.0,0.3216444444444444,7.1578,1.0,0.0,Tier_1,Other,2,0.7100877095461914,97452.09,2506.76,0.0,9197.79,23003.95,4462.09,6250.58,142873.26,65133.0,0.0,0.0,0.0,0.0,0.0,0.0,85216.28,356,0.5964,0.0,0.0,0.0,0.0,0,0,0.0,0.0,-10441.78,26253.24,-54349.51,7
349403,F,54.5927446954141,0,2.0,Married,Secondary / secondary special,House / apartment,N,N,135000.0,Pensioner,,,XNA,Cash loans,1057266.0,47164.5,945000.0,5.0,3.0,2.0,3765226.14,1186119.0,0.0,0.0,0.0,0.0,0.0,6.0,748525.995,748525.995,0.0,6.0,0.0,0.0,0.0,1.0,1.0,9.0,1.0,3.0,4523899.5,4523899.5,164781.585,0.0,,,,,,,,,,8.0,192.0,169.5,0.0,0.0,0.0,0.3493666666666666,8.786066666666667,0.1111111111111111,0.0,Tier_3,Other,3,0.5392049912713008,51279.91,3800.06,0.0,5592.2,5882.58,3984.72,11803.23,82342.7,47164.5,5492.8,2334.58,0.0173,17439.4,0.0,0.0,21714.27,113,0.2637,0.0,0.0,0.0,208.21,0,0,0.0,0.0,12271.11,8944.34,-5528.08,1
269032,F,64.22450376454483,0,2.0,Married,Secondary / secondary special,House / apartment,N,Y,225000.0,Pensioner,,,XNA,Cash loans,1037128.5,44073.0,927000.0,9.0,1.0,8.0,932001.21,2979.0,0.0,0.0,0.0,0.0,0.0,155.0,3961005.255,4928906.97,12.0,143.0,18.0,24.0,967901.715,0.9225806451612903,1.2443575942693366,17.0,3.0,6.0,5137119.0,2200692.375,109335.435,6885.0,600414.36075,1580974.965,1590000.0,7140.555,269910.0,55586.5125,8.438062675,0.0,0.0,57.0,1096.25,733.6666666666666,0.0,0.0,0.0,0.19588,0.01324,0.1764705882352941,0.0,Tier_1,Other,2,0.7163908645626313,98147.71,3852.21,0.0,13505.46,29356.87,9013.22,17276.88,171152.35,44073.0,9774.65,6870.36,0.0305,167823.74,39079.97,0.0,97265.32,469,0.5683,0.0,0.0,577.71,0.0,0,0,0.0,0.0,6673.83,14256.01,-16224.65,4
